,0,1,2
5383,CHEMBL5745,Canis lupus familiaris,C5a anaphylatoxin chemotactic receptor
5384,CHEMBL5746,Mus musculus,C5a anaphylatoxin chemotactic receptor
5385,CHEMBL5758,Homo sapiens,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
5386,CHEMBL5759,Homo sapiens,Mitogen-activated protein kinase 4
5387,CHEMBL5760,Rattus norvegicus,3-oxo-5-beta-steroid 4-dehydrogenase
5388,CHEMBL5761,Mus musculus,"Phospholipase A2, membrane associated"
5389,CHEMBL5762,Homo sapiens,Sodium- and chloride-dependent taurine transporter
5390,CHEMBL5763,Equus caballus,Cholinesterase
5391,CHEMBL5764,Morganella morganii,Beta-lactamase
5392,CHEMBL5765,Mycobacterium tuberculosis,Peptide deformylase
5393,CHEMBL5766,Mycobacterium tuberculosis,Acyl-CoA synthase
5394,CHEMBL5767,Mycobacterium tuberculosis,PROBABLE TRANSMEMBRANE CARBONIC ANHYDRASE (CARBONATE DEHYDRATASE) (CARBONIC DEHYDRATASE)
5395,CHEMBL5768,Mus musculus,Induced myeloid leukemia cell differentiation protein Mcl-1 homolog
5396,CHEMBL5769,Mus musculus,Seprase
5397,CHEMBL5770,Rattus norvegicus,C5a anaphylatoxin chemotactic receptor
5398,CHEMBL5771,Mus musculus,ALK tyrosine kinase receptor
5399,CHEMBL5772,Homo sapiens,Polycystin-1
5400,CHEMBL5789,Homo sapiens,Cyclin-dependent kinase-like 1
5401,CHEMBL5790,Homo sapiens,Serine/threonine-protein kinase PCTAIRE-2
5402,CHEMBL5791,Homo sapiens,Elongation of very long chain fatty acids protein 3
5403,CHEMBL5792,Homo sapiens,Cytochrome P450 3A43
5404,CHEMBL5793,Homo sapiens,Gamma-parvin
5405,CHEMBL5794,Homo sapiens,Serine/threonine-protein kinase Sgk2
5406,CHEMBL5795,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),Arylamine N-acetyltransferase
5407,CHEMBL5796,Rattus norvegicus,Alkaline phosphatase
5408,CHEMBL5797,Rattus norvegicus,High affinity choline transporter 1
5409,CHEMBL5798,Pseudomonas aeruginosa,Beta-lactamase VIM-2
5410,CHEMBL5799,Macaca mulatta,Mu-type opioid receptor
5411,CHEMBL5800,Plasmodium falciparum,Falcipain 2
5412,CHEMBL5803,Plasmodium falciparum,Spermidine synthase
5413,CHEMBL5804,Homo sapiens,Toll-like receptor 9
5414,CHEMBL5805,Homo sapiens,Toll-like receptor 8
5415,CHEMBL5806,Homo sapiens,Glycophorin-A
5416,CHEMBL5820,Canavalia ensiformis,Concanavalin-A
5417,CHEMBL5821,Escherichia coli,"Tetracycline resistance protein, class B"
5418,CHEMBL5822,Human papillomavirus type 1a,Regulatory protein E2
5419,CHEMBL5823,Human immunodeficiency virus type 1 group M subtype B (isolate BH10)(HIV-1),Gag-Pol polyprotein
5420,CHEMBL5824,Avian erythroblastosis virus (strain ES4),Gag polyprotein
5421,CHEMBL5825,Mouse mammary tumor virus (strain GR) (MMTV),Envelope glycoprotein gp70
5422,CHEMBL5826,Human immunodeficiency virus type 1 group M subtype B (isolateBRU/LAI) (HIV-1),Envelope glycoprotein gp160
5423,CHEMBL5827,Maedi visna virus (strain 1514) (MVV) (Visna lentivirus),Envelope glycoprotein gp160
5424,CHEMBL5828,Bovine leukemia virus (isolate Japanese BLV-1) (BLV),Envelope glycoprotein
5425,CHEMBL5829,Homo sapiens,Angiogenin
5426,CHEMBL5830,Human papillomavirus type 11,Regulatory protein E2
5427,CHEMBL5859,Mus musculus,RAC-alpha serine/threonine-protein kinase
5428,CHEMBL5860,Mus musculus,Dual specificity mitogen-activated protein kinase kinase 1
5429,CHEMBL5861,Homo sapiens,G protein-coupled receptor kinase 4
5430,CHEMBL5862,Rattus norvegicus,Glucagon-like peptide 1 receptor
5431,CHEMBL5863,Rattus norvegicus,4-hydroxyphenylpyruvate dioxygenase
5432,CHEMBL5864,Homo sapiens,Kinesin-1 heavy chain
5433,CHEMBL5865,Agrobacterium tumefaciens,Transcriptional activator protein traR
5434,CHEMBL5866,Homo sapiens,Catenin beta-1
5435,CHEMBL5867,Vibrio fischeri (strain ATCC 700601 / ES114),Transcriptional activator protein luxR
5436,CHEMBL5868,Homo sapiens,Nuclear receptor ROR-alpha
5437,CHEMBL5869,Homo sapiens,Heat shock factor protein 1
5438,CHEMBL5870,Homo sapiens,Centromere-associated protein E
5439,CHEMBL5899,Homo sapiens,Kinesin-like protein KIF23
5440,CHEMBL5900,Mus musculus,Choline O-acetyltransferase
5441,CHEMBL5901,Rattus norvegicus,Cell division protein kinase 5
5442,CHEMBL5902,Mus musculus,Transcription factor p65
5443,CHEMBL5903,Homo sapiens,Activin receptor type-1
5444,CHEMBL5904,Bacillus subtilis (strain 168),Dihydrodipicolinate synthase
5445,CHEMBL5905,Homo sapiens,Aldo-keto reductase family 1 member C1
5446,CHEMBL5906,Rattus norvegicus,Lipoprotein lipase
5447,CHEMBL5907,Homo sapiens,Serine/threonine-protein kinase LATS2
5448,CHEMBL5908,Homo sapiens,Protection of telomeres protein 1
5449,CHEMBL5909,Homo sapiens,Hypoxia-inducible factor 1-alpha inhibitor
5450,CHEMBL5910,Homo sapiens,Aurora kinase A-interacting protein
5451,CHEMBL5911,Homo sapiens,Elongation of very long chain fatty acids protein 2
5452,CHEMBL5912,Homo sapiens,Serine/threonine-protein kinase 32B
5453,CHEMBL5936,Homo sapiens,Toll-like receptor 7
5454,CHEMBL5937,Homo sapiens,Elongation of very long chain fatty acids protein 5
5455,CHEMBL5938,Homo sapiens,Serine/threonine-protein kinase PLK2
5456,CHEMBL5939,Homo sapiens,Endoplasmic reticulum aminopeptidase 1
5457,CHEMBL5940,Homo sapiens,Serine/threonine-protein kinase MARK1
5458,CHEMBL5941,Homo sapiens,Serine/threonine-protein kinase MST4
5459,CHEMBL5942,Homo sapiens,Phosphatidylcholine-sterol acyltransferase
5460,CHEMBL5943,Mesocricetus auratus,Beta-2 adrenergic receptor
5461,CHEMBL5944,Human herpesvirus 1 (strain KOS) (HHV-1) (Human herpes simplex virus1),DNA polymerase catalytic subunit
5462,CHEMBL5945,Spinacia oleracea,Calmodulin
5463,CHEMBL5946,Enterobacteria phage T4,DNA polymerase
5464,CHEMBL5947,Rattus norvegicus,Tyrosine aminotransferase
5465,CHEMBL5948,Saccharomyces cerevisiae S288c,DNA topoisomerase 1
5466,CHEMBL5976,Homo sapiens,Heat shock protein beta-1
5467,CHEMBL5977,Homo sapiens,Galectin-2
5468,CHEMBL5978,Rattus norvegicus,Cytochrome P450 2E1
5469,CHEMBL5979,Homo sapiens,"Alkaline phosphatase, tissue-nonspecific isozyme"
5470,CHEMBL613779,Absidia,Absidia
5471,CHEMBL613780,Abutilon theophrasti,Abutilon theophrasti
5472,CHEMBL613781,Acalymma vittatum,Acalymma vittatum
5473,CHEMBL613782,Acinetobacter haemolyticus,Acinetobacter haemolyticus
5474,CHEMBL613783,Acodontaster conspicuus,Acodontaster conspicuus
5475,CHEMBL613784,Adoxophyes,Adoxophyes
5476,CHEMBL613785,Aedes albopictus,Aedes albopictus
5477,CHEMBL613786,Aeromonas caviae,Aeromonas punctata
5478,CHEMBL613787,Aeromonas salmonicida,Aeromonas salmonicida
5479,CHEMBL613788,Agrobacterium rhizogenes,Agrobacterium rhizogenes
5480,CHEMBL613789,Agrostis alba,Agrostis alba
5481,CHEMBL613790,Allium cepa,Allium cepa
5482,CHEMBL613791,Alopecurus myosuroides,Alopecurus myosuroides
5483,CHEMBL613792,Alphaproteobacteria,Alphaproteobacteria
5484,CHEMBL613793,Alternaria,Alternaria
5485,CHEMBL613794,Alternaria alternata,Alternaria alternata
5486,CHEMBL613795,Alternaria citri,Alternaria citri
5487,CHEMBL613796,Alternaria mali,Alternaria mali
5488,CHEMBL613797,Alternaria tenuis,Alternaria tenuis
5489,CHEMBL613798,Alteromonas,Alteromonas
5490,CHEMBL613799,Amaranthus hypochondriacus,Amaranthus hypochondriacus
5491,CHEMBL613800,Amaranthus retroflexus,Amaranthus retroflexus
5492,CHEMBL613801,Ambrosia artemisiifolia,Ambrosia artemisiifolia
5493,CHEMBL613802,Amylomyces rouxii,Amylomyces rouxii
5494,CHEMBL613803,Anopheles minimus,Anopheles minimus
5495,CHEMBL613804,Anopheles stephensi,Anopheles stephensi
5496,CHEMBL613805,Antarctic bacterium,Antarctic bacterium
5497,CHEMBL613806,Aphis craccivora,Aphis craccivora
5498,CHEMBL613807,Aphis gossypii,Aphis gossypii
5499,CHEMBL613808,Apophysomyces elegans,Apophysomyces elegans
5500,CHEMBL613809,Arabidopsis,Arabidopsis
5501,CHEMBL613810,Artemia franciscana,Artemia franciscana
5502,CHEMBL613811,Arthrobacter citreus,Arthrobacter citreus
5503,CHEMBL613812,Ascobolus,Ascobolus
5504,CHEMBL613813,Ascobolus stercorarius,Ascobolus stercorarius
5505,CHEMBL613814,Aspergillus parasiticus,Aspergillus parasiticus
5506,CHEMBL613899,Asterotremella humicola,Asterotremella humicola
5507,CHEMBL613900,Athelia rolfsii,Athelia rolfsii
5508,CHEMBL613901,Avena sativa,Avena sativa
5509,CHEMBL613902,Babesia divergens,Babesia divergens
5510,CHEMBL613903,Babesia gibsoni,Babesia gibsoni
5511,CHEMBL613904,Bacillus anthracis,Bacillus anthracis
5512,CHEMBL613905,Bacillus circulans,Bacillus circulans
5513,CHEMBL613906,Bacillus clausii,Bacillus clausii
5514,CHEMBL613907,Bacillus subtilis subsp. spizizenii,Bacillus subtilis subsp. spizizenii
5515,CHEMBL613315,Bacillus subtilis subsp. subtilis str. 168,Bacillus subtilis subsp. subtilis str. 168
5516,CHEMBL613908,Bacteroides sp.,Bacteroides sp.
5517,CHEMBL613909,Balanus improvisus,Balanus improvisus
5518,CHEMBL613910,Bemisia tabaci,Bemisia tabaci
5519,CHEMBL613323,Benjaminiella poitrasii,Benjaminiella poitrasii
5520,CHEMBL613911,Bifidobacterium longum,Bifidobacterium longum
5521,CHEMBL613912,Biomphalaria alexandrina,Biomphalaria alexandrina
5522,CHEMBL613324,Biomphalaria glabrata,Biomphalaria glabrata
5523,CHEMBL613913,Biomphalaria pfeifferi,Biomphalaria pfeifferi
5524,CHEMBL613325,Bipolaris leersiae,Bipolaris leersiae
5525,CHEMBL613914,Bipolaris oryzae,Bipolaris oryzae
5526,CHEMBL613326,Bipolaris sorokiniana,Bipolaris sorokiniana
5527,CHEMBL613915,BK polyomavirus,BK polyomavirus
5528,CHEMBL613916,Blattella germanica,Blattella germanica
5529,CHEMBL613327,Botrytis fabae,Botrytis fabae
5530,CHEMBL613328,Bovine respiratory syncytial virus,Bovine respiratory syncytial virus
5531,CHEMBL613917,Brachiomonas submarina,Brachiomonas submarina
5532,CHEMBL613918,Brassica juncea,Brassica juncea
5533,CHEMBL613919,Brassica napus,Brassica napus
5534,CHEMBL613329,Brassica rapa subsp. campestris,Brassica rapa subsp. campestris
5535,CHEMBL613920,Brevundimonas diminuta,Brevundimonas diminuta
5536,CHEMBL613330,Brochothrix thermosphacta,Brochothrix thermosphacta
5537,CHEMBL613921,Brucella suis 1330,Brucella suis 1330
5538,CHEMBL613922,Bulinus africanus,Bulinus africanus
5539,CHEMBL613331,Bursaphelenchus xylophilus,Bursaphelenchus xylophilus
5540,CHEMBL613923,Calliphora vicina,Calliphora vicina
5541,CHEMBL613924,Callithrix jacchus,Callithrix jacchus
5542,CHEMBL613332,Camelpox virus,Camelpox virus
5543,CHEMBL613925,Campylobacter fetus,Campylobacter fetus
5544,CHEMBL613333,Candida africana,Candida africana
5545,CHEMBL613926,Candida deformans,Candida deformans
5546,CHEMBL613334,Candida dubliniensis,Candida dubliniensis
5547,CHEMBL613927,Candida famata,Candida famata
5548,CHEMBL613928,Candida haemulonis,Candida haemulonii
5549,CHEMBL613335,Candida inconspicua,Candida inconspicua
5550,CHEMBL613929,Candida magnoliae,Candida magnoliae
5551,CHEMBL613930,Candida maltosa,Candida maltosa
5552,CHEMBL613336,Candida metapsilosis,Candida metapsilosis
5553,CHEMBL613931,Candida orthopsilosis,Candida orthopsilosis
5554,CHEMBL613337,Candida palmioleophila,Candida palmioleophila
5555,CHEMBL613932,Candida sake,Candida sake
5556,CHEMBL613933,Candida shehatae,Candida shehatae
5557,CHEMBL613338,Candida stellata,Candida stellata
5558,CHEMBL613934,Canine distemper virus,Canine distemper virus
5559,CHEMBL613339,Capnocytophaga ochracea,Capnocytophaga ochracea
5560,CHEMBL613935,Carassius carassius,Carassius carassius
5561,CHEMBL613936,Carpophilus,Carpophilus
5562,CHEMBL613340,Ceratobasidium cereale,Ceratobasidium cereale
5563,CHEMBL613937,Chaetomium,Chaetomium
5564,CHEMBL613938,Chenopodium album,Chenopodium album
5565,CHEMBL613341,Chlorella salina,Chlorella salina
5566,CHEMBL613939,Chlorella sorokiniana,Chlorella sorokiniana
5567,CHEMBL613342,Chlorella vulgaris,Chlorella vulgaris
5568,CHEMBL613940,Chlorophyta,Chlorophyta
5569,CHEMBL613343,Chryseobacterium indologenes,Chryseobacterium indologenes
5570,CHEMBL613941,Cicer arietinum,Cicer arietinum
5571,CHEMBL613942,Ciona savignyi,Ciona savignyi
5572,CHEMBL613943,Cladosporium,Cladosporium
5573,CHEMBL613344,Cladosporium cladosporioides,Cladosporium cladosporioides
5574,CHEMBL613944,Cladosporium cucumerinum,Cladosporium cucumerinum
5575,CHEMBL613345,Cladosporium sphaerospermum,Cladosporium sphaerospermum
5576,CHEMBL613945,Clavibacter michiganensis subsp. insidiosus,Clavibacter michiganensis subsp. insidiosus
5577,CHEMBL613346,Clavibacter michiganensis subsp. michiganensis,Clavibacter michiganensis subsp. michiganensis
5578,CHEMBL613946,Claviceps,Claviceps
5579,CHEMBL613947,Cobetia marina,Cobetia marina
5580,CHEMBL613948,Cochliobolus lunatus,Cochliobolus lunatus
5581,CHEMBL613347,Colletotrichum coccodes,Colletotrichum coccodes
5582,CHEMBL613949,Colletotrichum fragariae,Colletotrichum fragariae
5583,CHEMBL613348,Colletotrichum gloeosporioides,Colletotrichum gloeosporioides
5584,CHEMBL613950,Colletotrichum lagenarium,Colletotrichum lagenarium
5585,CHEMBL613349,Coniophora puteana,Coniophora puteana
5586,CHEMBL613951,Convolvulaceae,Convolvulaceae
5587,CHEMBL613952,Coptotermes formosanus,Coptotermes formosanus
5588,CHEMBL613350,Cornus florida,Cornus florida
5589,CHEMBL613953,Corynebacterium bovis,Corynebacterium bovis
5590,CHEMBL613351,Corynebacterium jeikeium,Corynebacterium jeikeium
5591,CHEMBL613954,Corynebacterium minutissimum,Corynebacterium minutissimum
5592,CHEMBL613352,Corynebacterium pseudodiphtheriticum,Corynebacterium pseudodiphtheriticum
5593,CHEMBL613955,Corynebacterium urealyticum,Corynebacterium urealyticum
5594,CHEMBL613353,Cryptosporidium hominis,Cryptosporidium hominis
5595,CHEMBL613956,Cucumis sativus,Cucumis sativus
5596,CHEMBL613957,Culex pipiens,Culex pipiens
5597,CHEMBL613354,Culex pipiens molestus,Culex pipiens molestus
5598,CHEMBL613958,Culex quinquefasciatus,Culex quinquefasciatus
5599,CHEMBL613959,Cunninghamella,Cunninghamella
5600,CHEMBL613355,Hesperocyparis arizonica,Cupressus arizonica
5601,CHEMBL613960,Hesperocyparis macrocarpa,Cupressus macrocarpa
5602,CHEMBL613356,Cupressus sempervirens,Cupressus sempervirens
5603,CHEMBL613961,Curtobacterium flaccumfaciens,Curtobacterium flaccumfaciens
5604,CHEMBL613357,Curvularia,Curvularia
5605,CHEMBL613962,Cylas formicarius,Cylas formicarius
5606,CHEMBL613358,Calonectria canadensis,Cylindrocladium canadense
5607,CHEMBL613963,Danio rerio,Danio rerio
5608,CHEMBL613964,Datura stramonium,Datura stramonium
5609,CHEMBL613359,Davidiella tassiana,Davidiella tassiana
5610,CHEMBL613965,Debaryomyces hansenii,Debaryomyces hansenii
5611,CHEMBL613360,Dengue virus 1,Dengue virus 1
5612,CHEMBL613966,Dengue virus 2,Dengue virus 2
5613,CHEMBL612717,Dengue virus 3,Dengue virus 3
5614,CHEMBL612718,Desmodesmus subspicatus,Desmodesmus subspicatus
5615,CHEMBL612719,Diabrotica undecimpunctata howardi,Diabrotica undecimpunctata howardi
5616,CHEMBL612720,Didymella rabiei,Didymella rabiei
5617,CHEMBL612721,Digitaria sanguinalis,Digitaria sanguinalis
5618,CHEMBL612722,Dipodascus capitatus,Dipodascus capitatus
5619,CHEMBL612723,Drechslera,Drechslera
5620,CHEMBL612724,Drosophila,Drosophila
5621,CHEMBL612725,Eastern equine encephalitis virus,Eastern equine encephalitis virus
5622,CHEMBL612726,Echinochloa frumentacea,Echinochloa frumentacea
5623,CHEMBL612727,Echinococcus equinus,Echinococcus equinus
5624,CHEMBL612728,Ectromelia virus Moscow,Ectromelia virus Moscow
5625,CHEMBL612729,Ehrlichia canis,Ehrlichia canis
5626,CHEMBL612730,Eimeria mitis,Eimeria mitis
5627,CHEMBL612731,Eimeria tenella str. Houghton,Eimeria tenella str. Houghton
5628,CHEMBL612732,Enterobacter cloacae subsp. dissolvens,Enterobacter cloacae subsp. dissolvens
5629,CHEMBL612733,Ephydatia fluviatilis,Ephydatia fluviatilis
5630,CHEMBL612734,Epilachna varivestis,Epilachna varivestis
5631,CHEMBL612735,Eremothecium coryli,Eremothecium coryli
5632,CHEMBL612736,Erwinia amylovora,Erwinia amylovora
5633,CHEMBL612737,Eschscholzia californica,Eschscholzia californica
5634,CHEMBL612738,Euphorbia esula,Euphorbia esula
5635,CHEMBL612739,Eurotium rubrum,Eurotium rubrum
5636,CHEMBL612740,Exophiala dermatitidis,Exophiala dermatitidis
5637,CHEMBL612741,Fabaceae,Fabaceae
5638,CHEMBL612742,Fallopia convolvulus,Fallopia convolvulus
5639,CHEMBL612743,Felid herpesvirus 1,Felid herpesvirus 1
5640,CHEMBL612744,Feline coronavirus,Feline coronavirus
5641,CHEMBL612745,Feline leukemia virus,Feline leukemia virus
5642,CHEMBL612746,Flavobacterium,Flavobacterium
5643,CHEMBL612747,Flavobacterium johnsoniae,Flavobacterium johnsoniae
5644,CHEMBL612748,Francisella tularensis subsp. tularensis SCHU S4,Francisella tularensis subsp. tularensis SCHU S4
5645,CHEMBL612749,Fusarium,Fusarium
5646,CHEMBL612750,Fusarium acuminatum,Fusarium acuminatum
5647,CHEMBL612751,Fusarium avenaceum,Fusarium avenaceum
5648,CHEMBL612752,Fusarium culmorum,Fusarium culmorum
5649,CHEMBL612753,Fusarium equiseti,Fusarium equiseti
5650,CHEMBL612754,Fusarium incarnatum,Fusarium incarnatum
5651,CHEMBL612755,Fusarium oxysporum f. sp. lycopersici,Fusarium oxysporum f. sp. lycopersici
5652,CHEMBL613188,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum
5653,CHEMBL612756,Fusarium sp.,Fusarium sp.
5654,CHEMBL612757,Fusarium subglutinans,Fusarium subglutinans
5655,CHEMBL612758,Fusarium tricinctum,Fusarium tricinctum
5656,CHEMBL613189,Gaeumannomyces graminis var. tritici,Gaeumannomyces graminis var. tritici
5657,CHEMBL612759,Gambusia affinis,Gambusia affinis
5658,CHEMBL612760,Getah virus,Getah virus
5659,CHEMBL612761,Gibberella fujikuroi,Gibberella fujikuroi
5660,CHEMBL613190,Gibberella pulicaris,Gibberella pulicaris
5661,CHEMBL612762,Gloeophyllum trabeum,Gloeophyllum trabeum
5662,CHEMBL613191,Glomerella acutata,Glomerella acutata
5663,CHEMBL612763,Glomerella graminicola,Glomerella graminicola
5664,CHEMBL613192,Gossypium hirsutum,Gossypium hirsutum
5665,CHEMBL612764,Gryllus bimaculatus,Gryllus bimaculatus
5666,CHEMBL612765,H2N2 subtype,H2N2 subtype
5667,CHEMBL613193,H3N2 subtype,H3N2 subtype
5668,CHEMBL612766,Haemophilus ducreyi 35000HP,Haemophilus ducreyi 35000HP
5669,CHEMBL613194,Hafnia alvei,Hafnia alvei
5670,CHEMBL612767,Halocynthia roretzi,Halocynthia roretzi
5671,CHEMBL613195,Halomonas aquamarina,Halomonas aquamarina
5672,CHEMBL612768,Hanseniaspora guilliermondii,Hanseniaspora guilliermondii
5673,CHEMBL613196,Hanseniaspora uvarum,Hanseniaspora uvarum
5674,CHEMBL612769,HBV genotype D,HBV genotype D
5675,CHEMBL613197,Helicobacter pylori SS1,Helicobacter pylori SS1
5676,CHEMBL612770,Helicoverpa punctigera,Helicoverpa punctigera
5677,CHEMBL612771,Helicoverpa zea,Helicoverpa zea
5678,CHEMBL613198,Helix aspersa,Helix aspersa
5679,CHEMBL612772,Helminthosporium,Helminthosporium
5680,CHEMBL613199,Helminthosporium maydis,Helminthosporium maydis
5681,CHEMBL613200,Herpes simplex virus (type 1 / strain F),Herpes simplex virus (type 1 / strain F)
5682,CHEMBL612773,Heterobasidion annosum,Heterobasidion annosum
5683,CHEMBL612774,Heteropogon contortus,Heteropogon contortus
5684,CHEMBL612775,HIV-1 M:B_Lai,HIV-1 M:B_Lai
5685,CHEMBL613201,Hoplobatrachus tigerinus,Hoplobatrachus tigerinus
5686,CHEMBL612776,Human adenovirus 37,Human adenovirus 37
5687,CHEMBL612777,Human coxsackievirus A24,Human coxsackievirus A24
5688,CHEMBL613202,Human coxsackievirus B2,Human coxsackievirus B2
5689,CHEMBL612778,Human coxsackievirus B6,Human coxsackievirus B6
5690,CHEMBL613203,Human echovirus 13,Human echovirus 13
5691,CHEMBL612779,Human echovirus 6,Human echovirus 6
5692,CHEMBL613204,Human enterovirus 68,Human enterovirus 68
5693,CHEMBL612780,Human herpesvirus 8,Human herpesvirus 8
5694,CHEMBL613205,Human papillomavirus type 16,Human papillomavirus type 16
5695,CHEMBL612781,Hypocrea koningii,Hypocrea koningii
5696,CHEMBL612782,Hypocrea lixii,Hypocrea lixii
5697,CHEMBL612783,Influenza C virus,Influenza C virus
5698,CHEMBL613206,Ipomoea,Ipomoea
5699,CHEMBL612784,Ipomoea hederacea,Ipomoea hederacea
5700,CHEMBL612785,Iva,Iva
5701,CHEMBL613207,Klebsiella pneumoniae subsp. pneumoniae,Klebsiella pneumoniae subsp. pneumoniae
5702,CHEMBL612786,Kluyveromyces lactis,Kluyveromyces lactis
5703,CHEMBL612787,La Crosse virus,La Crosse virus
5704,CHEMBL613208,Lachnellula,Lachnellula
5705,CHEMBL612788,Lasiodiplodia theobromae,Lasiodiplodia theobromae
5706,CHEMBL613209,Lecanicillium muscarium,Lecanicillium muscarium
5707,CHEMBL612789,Leeuwenhoekiella marinoflava,Leeuwenhoekiella marinoflava
5708,CHEMBL613210,Legionella,Legionella
5709,CHEMBL613211,Leishmania aristidesi,Leishmania aristidesi
5710,CHEMBL612790,Leishmania chagasi,Leishmania chagasi
5711,CHEMBL613212,Leishmania donovani donovani,Leishmania donovani donovani
5712,CHEMBL612792,Leishmania enriettii,Leishmania enriettii
5713,CHEMBL613213,Leishmania garnhami,Leishmania garnhami
5714,CHEMBL612793,Leishmania guyanensis,Leishmania guyanensis
5715,CHEMBL613214,Leishmania mexicana mexicana,Leishmania mexicana mexicana
5716,CHEMBL612913,Leishmania mexicana venezuelensis,Leishmania mexicana venezuelensis
5717,CHEMBL613215,Leishmania peruviana,Leishmania peruviana
5718,CHEMBL612914,Leishmania pifanoi,Leishmania pifanoi
5719,CHEMBL612915,Leishmania tarentolae,Leishmania tarentolae
5720,CHEMBL613216,Lemna minor,Lemna minor
5721,CHEMBL612916,Lemna paucicostata,Lemna paucicostata
5722,CHEMBL613217,Leptinotarsa decemlineata,Leptinotarsa decemlineata
5723,CHEMBL612917,Leptomonas seymouri,Leptomonas seymouri
5724,CHEMBL613218,Leptospira interrogans serovar Portlandvere,Leptospira interrogans serovar Portlandvere
5725,CHEMBL612918,Leptothorax,Leptothorax
5726,CHEMBL612919,Leuconostoc,Leuconostoc
5727,CHEMBL612920,Lindra thalassiae,Lindra thalassiae
5728,CHEMBL613219,Lipomyces lipofer,Lipomyces lipofer
5729,CHEMBL612921,Lucilia sericata,Lucilia sericata
5730,CHEMBL612922,Lymantria dispar,Lymantria dispar
5731,CHEMBL613220,Lymnaea,Lymnaea
5732,CHEMBL612923,Radix natalensis,Lymnaea natalensis
5733,CHEMBL613221,Macrophomina phaseolina,Macrophomina phaseolina
5734,CHEMBL612924,Madracis mirabilis,Madracis mirabilis
5735,CHEMBL613222,Magnaporthe oryzae 70-15,Magnaporthe grisea 70-15
5736,CHEMBL612925,Magnaporthe oryzae,Magnaporthe oryzae
5737,CHEMBL612939,Maize chlorotic mottle virus,Maize chlorotic mottle virus
5738,CHEMBL612940,Malassezia,Malassezia
5739,CHEMBL612926,Malassezia furfur,Malassezia furfur
5740,CHEMBL612927,Mammalian orthoreovirus 1,Mammalian orthoreovirus 1
5741,CHEMBL612928,Mammalian orthoreovirus 3,Mammalian orthoreovirus 3
5742,CHEMBL612929,Marinobacterium stanieri,Marinobacterium stanieri
5743,CHEMBL612930,marmosets,marmosets
5744,CHEMBL612931,Measles virus genotype A,Measles virus genotype A
5745,CHEMBL612932,Measles virus genotype D6,Measles virus genotype D6
5746,CHEMBL612933,Measles virus genotype D7,Measles virus genotype D7
5747,CHEMBL612934,Medicago sativa,Medicago sativa
5748,CHEMBL612935,Metapneumovirus,Metapneumovirus
5749,CHEMBL612936,Microbacterium maritypicum,Microbacterium maritypicum
5750,CHEMBL612937,Micrococcus,Micrococcus
5751,CHEMBL612938,Micrococcus flavus,Micrococcus flavus
5752,CHEMBL612941,Micrococcus sp.,Micrococcus sp.
5753,CHEMBL612942,Microcystis aeruginosa,Microcystis aeruginosa
5754,CHEMBL612943,Microcystis aeruginosa NIES-88,Microcystis aeruginosa NIES-88
5755,CHEMBL612944,Microsporum distortum,Microsporum distortum
5756,CHEMBL612945,Microsporum gypseum,Microsporum gypseum
5757,CHEMBL612946,Modoc virus,Modoc virus
5758,CHEMBL612947,Monilinia fructigena,Monilinia fructigena
5759,CHEMBL612948,Mucor circinelloides,Mucor circinelloides
5760,CHEMBL612949,Mucor hiemalis,Mucor hiemalis
5761,CHEMBL612950,Mucor racemosus,Mucor racemosus
5762,CHEMBL612951,Mycobacterium abscessus,Mycobacterium abscessus
5763,CHEMBL612952,Mycobacterium aurum,Mycobacterium aurum
5764,CHEMBL612953,Mycobacterium avium complex,Mycobacterium avium complex
5765,CHEMBL612954,Mycobacterium avium-intracellulare,Mycobacterium avium-intracellulare
5766,CHEMBL612955,Mycobacterium conspicuum,Mycobacterium conspicuum
5767,CHEMBL612956,Mycobacterium diernhoferi,Mycobacterium diernhoferi
5768,CHEMBL612957,Mycobacterium hiberniae,Mycobacterium hiberniae
5769,CHEMBL612958,Mycobacterium interjectum,Mycobacterium interjectum
5770,CHEMBL612959,Mycobacterium mageritense,Mycobacterium mageritense
5771,CHEMBL612960,Mycobacterium microti,Mycobacterium microti
5772,CHEMBL612961,Mycobacterium novocastrense,Mycobacterium novocastrense
5773,CHEMBL612962,Mycobacterium shimoidei,Mycobacterium shimoidei
5774,CHEMBL612963,Mycobacterium sp.,Mycobacterium sp.
5775,CHEMBL612964,Mycobacterium szulgai,Mycobacterium szulgai
5776,CHEMBL613223,Mycobacterium terrae,Mycobacterium terrae
5777,CHEMBL612965,Mycobacterium ulcerans,Mycobacterium ulcerans
5778,CHEMBL613224,Mycobacterium vaccae,Mycobacterium vaccae
5779,CHEMBL612966,Mycoplasma mycoides subsp. mycoides SC,Mycoplasma mycoides subsp. mycoides SC
5780,CHEMBL613225,Mycoplasma putrefaciens,Mycoplasma putrefaciens
5781,CHEMBL612967,Mycosphaerella,Mycosphaerella
5782,CHEMBL613226,Mycosphaerella arachidis,Mycosphaerella arachidis
5783,CHEMBL612968,Mycosphaerella graminicola,Mycosphaerella graminicola
